combo,cell_count,removed,brain_region
PM-MS_96251-BLM0-PFC-RSN,2236,kept,PFC
PM-HA_S07792-BLM0-PMC-RSN,1273,kept,PMC
PM-HA_S12889-BLM0-PMC-RSN,1151,kept,PMC
PM-HA_S16298-BLM0-GPI-RSN,2788,kept,GPI
PM-MS_971551-BLM0-PMC-RSN,423,kept,PMC
PM-MS_644748-BLM0-GPI-RSN,7016,kept,GPI
PM-MS_96251-BLM0-PVC-RSN,3275,kept,PVC
PM-HA_S07792-BLM0-GPI-RSN,2790,kept,GPI
PM-HA_S12889-BLM0-PFC-RSN,4203,kept,PFC
PM-HA_S06947-BLM0-DMNX-RSN,897,kept,DMNX
PM-MS_644748-BLM0-PFC-RSN,5973,kept,PFC
PM-HA_S06947-BLM0-PMC-RSN,1942,kept,PMC
PM-HA_S07792-BLM0-PVC-RSN,3224,kept,PVC
PM-HA_S16298-BLM0-PFC-RSN,4818,kept,PFC
PM-HA_S14032-BLM0-GPI-RSN,938,kept,GPI
PM-HA_S01667-BLM0-DMNX-RSN,2226,kept,DMNX
PM-MS_644748-BLM0-PMC-RSN,6471,kept,PMC
PM-UD_11412_001-BLM0-GPI-RSN,5219,kept,GPI
PM-UM_HCTBY-BLM0-DMNX-RSN,3955,kept,DMNX
PM-HA_S06947-BLM0-PVC-RSN,745,kept,PVC
PM-HA_S14032-BLM0-PFC-RSN,1564,kept,PFC
PM-HA_S07792-BLM0-DMNX-RSN,1451,kept,DMNX
PM-HA_S01667-BLM0-GPI-RSN,2352,kept,GPI
PM-HA_S02252-BLM0-DMNX-RSN,1102,kept,DMNX
PM-HA_S03112-BLM0-PMC-RSN,4776,kept,PMC
PM-HA_S16298-BLM0-PVC-RSN,5013,kept,PVC
PM-MS_38636-BLM0-PVC-RSN,7758,kept,PVC
PM-MS_840752-BLM0-PMC-RSN,3861,kept,PMC
PM-MS_69779-BLM0-PVC-RSN,6496,kept,PVC
PM-MS_841919-BLM0-PMC-RSN,4834,kept,PMC
PM-MS_64111-BLM0-DMNX-RSN,2934,kept,DMNX
PM-MS_202387-BLM0-PMC-RSN,7296,kept,PMC
PM-MS_69779-BLM0-DMNX-RSN,4072,kept,DMNX
PM-MS_85716-BLM0-PMC-RSN,4592,kept,PMC
PM-MS_56356-BLM0-DMNX-RSN_,4543,removed,250118_
PM-MS_114382-BLM0-GPI-RSN_,508,removed,246041_
PM-MS_69190-BLM0-GPI-RSN_,1568,removed,246038_
PM-MS_841919-BLM0-DMNX-RSN_,7283,removed,250125_
PM-MS_64111-BLM0-PFC-RSN_,1255,removed,238578_
PM-MS_55245-BLM0-GPI-RSN_,19500,removed,250129_
PM-MS_70978-BLM0-GPI-RSN_,5250,removed,236295_
PM-MS_616180-BLM0-DMNX-RSN_,1826,removed,236314_
PM-MS_272264-BLM0-DMNX-RSN_,403,removed,250134_
PM-UD_11398_001-BLM0-DMNX-RSN_,2398,removed,369557_
PM-UM_HCTTO-BLM0-DMNX-RSN_,468,removed,HctTO_
PM-UM_HBRI-BLM0-PFC-RSN_,1076,removed,HBRI_
PM-UM_HCTZZM-BLM0-PMC-RSN_,1431,removed,HctZZM_
PM-UM_HCTYD_,2833,removed,HctYD_
PM-UD_1052_001-BLM0-PVC-RSN_,390,removed,361225_
PM-UM_BEB19139-BLM0-GPI-RSN_,544,removed,19139_
PM-UM_BEB20014-BLM0-PFC-RSN_,1000,removed,20014_
PM-MS_458379-BLM0-PFC-RSN_,422,removed,246010_
PM-UM_HCTNJ-BLM0-PVC-RSN_,516,removed,HctNJ_
PM-HA_S00781-BLM0-GPI-RSN_,592,removed,S00781_
PM-UM_HBHE-BLM0-PMC-RSN_,257,removed,HBHE_
PM-UM_HCTIX-BLM0-PVC-RSN_,247,removed,HctIX_
PM-MS_29270-BLM0-PFC-RSN_,268,removed,236305_
PM-UD_11609_001-BLM0-GPI-RSN_,770,removed,369569_
PM-UD_40301_001-BLM0-DMNX-RSN_,370,removed,BC 08-12_
PM-UM_HBHQ-BLM0-PVC-RSN_,474,removed,HBHQ_
PM-UM_HCTYE-BLM0-GPI-RSN_,1311,removed,HctYE_
PM-UD_11334_001-BLM0-PFC-RSN_,317,removed,402861_
PM-MS_92697-BLM0-PVC-RSN_,269,removed,236297_
PM-UD_11614_102-BLM0-PMC-RSN_,231,removed,369568_
PM-HA_S12889-BLM0-DMNX-RSN_,404,removed,S12889_
PM-HA_S01646-BLM0-DMNX-RSN_,780,removed,S01646_
PM-MS_202387-BLM0-GPI-RSN_,1133,removed,238613_
PM-UD_11406_001-BLM0-GPI-RSN_,230,removed,371879_
PM-UM_HBRE-BLM0-PMC-RSN_,206,removed,HBRE_
PM-MS_17629-BLM0-PFC-RSN_,297,removed,246050_
PM-UD_11327_001-BLM0-GPI-RSN_,631,removed,402863_
PM-HA_S19010-BLM0-GPI-RSN_,33,removed,S19010_
PM-UM_HABI-BLM0-PVC-RSN_,424,removed,HABI_
PM-UD_11701_001-BLM0-GPI-RSN_,376,removed,369545_
PM-UM_BEB18140-BLM0-DMNX-RSN_,271,removed,18140_
PM-UD_11363_001-BLM0-PVC-RSN_,231,removed,369535_
PM-HA_S19871-BLM0-PFC-RSN_,1439,removed,S19871_
PM-HA_S18739-BLM0-PFC-RSN_,397,removed,S18739_
PM-HA_S16580-BLM0-DMNX-RSN_,346,removed,S16580_
PM-HA_S05887-BLM0-PFC-RSN_,694,removed,S05887_
PM-HA_S07532-BLM0-PMC-RSN_,629,removed,S07532_
PM-HA_S11972-BLM0-PMC-RSN_,684,removed,S11972_
PM-HA_S02252-BLM0-PMC-RSN_,527,removed,S02252_
PM-MS_96251-BLM0-GPI-RSN_,4618,removed,264105_
PM-MS_971551-BLM0-PMC-RSN_,1777,removed,264101_
PM-MS_644748-BLM0-PVC-RSN_,797,removed,264097_
PM-HA_S07792-BLM0-PFC-RSN_,280,removed,S07792_
PM-HA_S16298-BLM0-DMNX-RSN_,791,removed,S16298_
PM-HA_S14032-BLM0-PMC-RSN_,1053,removed,S14032_
PM-MS_114382-BLM0-PVC-RSN,837,filtered,PVC
PM-MS_38636-BLM0-PMC-RSN,1213,filtered,PMC
PM-MS_272264-BLM0-PVC-RSN,3473,filtered,PVC
PM-MS_64111-BLM0-PVC-RSN,2525,filtered,PVC
PM-MS_56356-BLM0-DMNX-RSN,331,filtered,DMNX
PM-MS_69190-BLM0-DMNX-RSN,2424,filtered,DMNX
PM-MS_114382-BLM0-PMC-RSN,1702,filtered,PMC
PM-MS_841919-BLM0-PVC-RSN,1746,filtered,PVC
PM-MS_92697-BLM0-PFC-RSN,1254,filtered,PFC
PM-MS_6130-BLM0-PMC-RSN,1087,filtered,PMC
PM-MS_55245-BLM0-PFC-RSN,1904,filtered,PFC
PM-MS_56356-BLM0-PMC-RSN,703,filtered,PMC
PM-MS_616180-BLM0-PMC-RSN,845,filtered,PMC
PM-MS_56356-BLM0-PFC-RSN,446,filtered,PFC
PM-MS_55245-BLM0-PVC-RSN,642,filtered,PVC
PM-MS_46475-BLM0-PMC-RSN,1355,filtered,PMC
PM-MS_114382-BLM0-PFC-RSN,1121,filtered,PFC
PM-MS_840752-BLM0-PFC-RSN,1272,filtered,PFC
PM-MS_272264-BLM0-GPI-RSN,825,filtered,GPI
PM-MS_56356-BLM0-PVC-RSN,354,filtered,PVC
PM-UD_11604_001-BLM0-PMC-RSN,3521,filtered,PMC
PM-MS_69190-BLM0-PMC-RSN,537,filtered,PMC
PM-UD_11398_001-BLM0-PFC-RSN,450,filtered,PFC
PM-UM_HCTZZL-BLM0-GPI-RSN,303,filtered,GPI
PM-UM_HTM-BLM0-DMNX-RSN,274,filtered,DMNX
PM-MS_70978-BLM0-DMNX-RSN,911,filtered,DMNX
PM-UD_11494_001-BLM0-DMNX-RSN,1106,filtered,DMNX
PM-UM_BEB19126-BLM0-PFC-RSN,1055,filtered,PFC
PM-UM_BEB19157-BLM0-PVC-RSN,885,filtered,PVC
PM-UM_HBOQ-BLM0-PMC-RSN,1282,filtered,PMC
PM-UD_11466_001-BLM0-GPI-RSN,1226,filtered,GPI
PM-MS_69190-BLM0-PVC-RSN,1793,filtered,PVC
PM-UD_11398_001-BLM0-PMC-RSN,825,filtered,PMC
PM-UD_11604_001-BLM0-PVC-RSN,991,filtered,PVC
PM-UM_HCTZZM-BLM0-PFC-RSN,1166,filtered,PFC
PM-MS_92697-BLM0-PMC-RSN,1765,filtered,PMC
PM-UM_BEB19126-BLM0-PVC-RSN,1303,filtered,PVC
PM-UM_BEB19157-BLM0-GPI-RSN,837,filtered,GPI
PM-UM_HBOQ-BLM0-DMNX-RSN,796,filtered,DMNX
PM-UD_11610_001-BLM0-PFC-RSN,1061,filtered,PFC
PM-UD_11197_001-BLM0-PMC-RSN,1094,filtered,PMC
PM-MS_841919-BLM0-DMNX-RSN,631,filtered,DMNX
PM-UD_1052_001-BLM0-PVC-RSN,1810,filtered,PVC
PM-UD_11485_001-BLM0-PMC-RSN,1784,filtered,PMC
PM-UM_BEB19139-BLM0-GPI-RSN,1363,filtered,GPI
PM-UD_11485_001-BLM0-PVC-RSN,897,filtered,PVC
PM-UM_BEB20014-BLM0-PFC-RSN,1729,filtered,PFC
PM-MS_458379-BLM0-PFC-RSN,751,filtered,PFC
PM-MS_6130-BLM0-DMNX-RSN,1129,filtered,DMNX
PM-UD_11701_001-BLM0-GPI-RSN,467,filtered,GPI
PM-UM_HCTNJ-BLM0-PVC-RSN,1917,filtered,PVC
PM-UD_11659_001-BLM0-DMNX-RSN,1291,filtered,DMNX
PM-MS_29270-BLM0-PFC-RSN,873,filtered,PFC
PM-MS_840752-BLM0-PVC-RSN,1170,filtered,PVC
PM-UD_40312_001-BLM0-PVC-RSN,1246,filtered,PVC
PM-UM_BEB18119-BLM0-PMC-RSN,1342,filtered,PMC
PM-UM_BEB19139-BLM0-PFC-RSN,1109,filtered,PFC
PM-UD_40301_001-BLM0-DMNX-RSN,2159,filtered,DMNX
PM-MS_6130-BLM0-PFC-RSN,1746,filtered,PFC
PM-MS_272264-BLM0-DMNX-RSN,1373,filtered,DMNX
PM-UD_11701_001-BLM0-DMNX-RSN,1058,filtered,DMNX
PM-UD_11659_001-BLM0-PVC-RSN,1037,filtered,PVC
PM-UM_HCTNJ-BLM0-PMC-RSN,1910,filtered,PMC
PM-MS_92697-BLM0-PVC-RSN,2163,filtered,PVC
PM-UD_11610_001-BLM0-DMNX-RSN,1009,filtered,DMNX
PM-UD_11197_001-BLM0-GPI-RSN,682,filtered,GPI
PM-UM_BEB20006-BLM0-PFC-RSN,940,filtered,PFC
PM-UM_HCTWJ-BLM0-PMC-RSN,1286,filtered,PMC
PM-UM_BEB20013-BLM0-PVC-RSN,542,filtered,PVC
PM-UD_11494_001-BLM0-GPI-RSN,1058,filtered,GPI
PM-UM_BEB19126-BLM0-PMC-RSN,1244,filtered,PMC
PM-UM_HBOQ-BLM0-PVC-RSN,2217,filtered,PVC
PM-UM_BEB19157-BLM0-DMNX-RSN,966,filtered,DMNX
PM-MS_85716-BLM0-GPI-RSN,1229,filtered,GPI
PM-UD_11197_001-BLM0-PFC-RSN,1119,filtered,PFC
PM-MS_38636-BLM0-PFC-RSN,527,filtered,PFC
PM-UD_11485_001-BLM0-GPI-RSN,676,filtered,GPI
PM-UD_11353_001-BLM0-PFC-RSN,607,filtered,PFC
PM-UM_BEB20014-BLM0-PVC-RSN,595,filtered,PVC
PM-UM_HBRE-BLM0-PMC-RSN,462,filtered,PMC
PM-MS_840752-BLM0-GPI-RSN,1410,filtered,GPI
PM-UD_40312_001-BLM0-DMNX-RSN,2562,filtered,DMNX
PM-UD_40301_001-BLM0-GPI-RSN,965,filtered,GPI
PM-UM_BEB19139-BLM0-PMC-RSN,1381,filtered,PMC
PM-UM_BEB18119-BLM0-PVC-RSN,1443,filtered,PVC
PM-MS_29270-BLM0-GPI-RSN,874,filtered,GPI
PM-UM_HABI-BLM0-PVC-RSN,2055,filtered,PVC
PM-UM_HBHE-BLM0-PMC-RSN,953,filtered,PMC
PM-UM_HBRH-BLM0-PMC-RSN,1048,filtered,PMC
PM-UM_HCTIX-BLM0-PVC-RSN,3371,filtered,PVC
PM-UD_11689_001-BLM0-GPI-RSN,961,filtered,GPI
PM-MS_69190-BLM0-GPI-RSN,912,filtered,GPI
PM-UD_11604_001-BLM0-DMNX-RSN,1933,filtered,DMNX
PM-UM_HZC-BLM0-PFC-RSN,878,filtered,PFC
PM-UM_HCTZZM-BLM0-PMC-RSN,1146,filtered,PMC
PM-MS_29270-BLM0-PVC-RSN,774,filtered,PVC
PM-UD_11609_001-BLM0-GPI-RSN,696,filtered,GPI
PM-UD_40301_001-BLM0-PFC-RSN,632,filtered,PFC
PM-UM_HBHQ-BLM0-PVC-RSN,2065,filtered,PVC
PM-UM_HCTTO-BLM0-DMNX-RSN,791,filtered,DMNX
PM-MS_616180-BLM0-DMNX-RSN,475,filtered,DMNX
PM-MS_92697-BLM0-DMNX-RSN,1148,filtered,DMNX
PM-UD_11197_001-BLM0-PVC-RSN,1780,filtered,PVC
PM-UM_BEB19126-BLM0-DMNX-RSN,808,filtered,DMNX
PM-UM_BEB20013-BLM0-PFC-RSN,1014,filtered,PFC
PM-UM_HBOQ-BLM0-GPI-RSN,896,filtered,GPI
PM-UD_11610_001-BLM0-PMC-RSN,968,filtered,PMC
PM-MS_6130-BLM0-GPI-RSN,614,filtered,GPI
PM-MS_272264-BLM0-PMC-RSN,466,filtered,PMC
PM-UD_11701_001-BLM0-PVC-RSN,292,filtered,PVC
PM-UD_11659_001-BLM0-PMC-RSN,293,filtered,PMC
PM-UM_HBHE-BLM0-GPI-RSN,271,filtered,GPI
PM-UM_HCTNJ-BLM0-PFC-RSN,621,filtered,PFC
PM-MS_55245-BLM0-GPI-RSN,1161,filtered,GPI
PM-UD_11614_102-BLM0-PMC-RSN,709,filtered,PMC
PM-UD_11334_001-BLM0-PFC-RSN,642,filtered,PFC
PM-UM_HABI-BLM0-DMNX-RSN,679,filtered,DMNX
PM-UM_HBRH-BLM0-PVC-RSN,1105,filtered,PVC
PM-UM_HCTYE-BLM0-GPI-RSN,513,filtered,GPI
PM-UD_11614_102-BLM0-PFC-RSN,800,filtered,PFC
PM-UD_11406_001-BLM0-GPI-RSN,777,filtered,GPI
PM-UM_HBRI-BLM0-PFC-RSN,717,filtered,PFC
PM-UM_HCTZZL-BLM0-PVC-RSN,1149,filtered,PVC
PM-UM_HCTYE-BLM0-DMNX-RSN,936,filtered,DMNX
PM-UM_HTM-BLM0-PMC-RSN,1434,filtered,PMC
PM-UD_11614_102-BLM0-PVC-RSN,1245,filtered,PVC
PM-UD_11334_001-BLM0-PMC-RSN,1450,filtered,PMC
PM-UM_HABI-BLM0-GPI-RSN,733,filtered,GPI
PM-UM_HBRH-BLM0-DMNX-RSN,1427,filtered,DMNX
PM-UM_HCTZZL-BLM0-PFC-RSN,410,filtered,PFC
PM-UD_11363_001-BLM0-PVC-RSN,3765,filtered,PVC
PM-UD_11412_001-BLM0-PMC-RSN,1326,filtered,PMC
PM-UM_BEB18140-BLM0-DMNX-RSN,1341,filtered,DMNX
PM-UM_HZC-BLM0-GPI-RSN,960,filtered,GPI
PM-UM_HCTBY-BLM0-PFC-RSN,1198,filtered,PFC
PM-MS_69779-BLM0-GPI-RSN,656,filtered,GPI
PM-UD_11363_001-BLM0-GPI-RSN,1036,filtered,GPI
PM-UM_BEB19010-BLM0-PFC-RSN,1150,filtered,PFC
PM-UM_BEB19108-BLM0-PMC-RSN,713,filtered,PMC
PM-UM_HCTBY-BLM0-PVC-RSN,1218,filtered,PVC
PM-UD_11412_001-BLM0-DMNX-RSN,1388,filtered,DMNX
PM-MS_70978-BLM0-GPI-RSN,501,filtered,GPI
PM-MS_17629-BLM0-PFC-RSN,2242,filtered,PFC
PM-UD_11609_001-BLM0-DMNX-RSN,971,filtered,DMNX
PM-UD_11327_001-BLM0-GPI-RSN,1586,filtered,GPI
PM-UM_HBHQ-BLM0-PMC-RSN,2426,filtered,PMC
PM-UM_HCTTO-BLM0-PVC-RSN,849,filtered,PVC
PM-MS_616180-BLM0-PVC-RSN,735,filtered,PVC
PM-MS_64111-BLM0-PFC-RSN,1252,filtered,PFC
PM-MS_114382-BLM0-GPI-RSN,1418,filtered,GPI
PM-UD_11610_001-BLM0-GPI-RSN,1169,filtered,GPI
PM-UM_BEB20006-BLM0-PMC-RSN,1020,filtered,PMC
PM-UM_BEB20013-BLM0-DMNX-RSN,1492,filtered,DMNX
PM-UM_HCTWJ-BLM0-PVC-RSN,1165,filtered,PVC
PM-MS_29270-BLM0-PMC-RSN,1663,filtered,PMC
PM-UD_11604_001-BLM0-PFC-RSN,1392,filtered,PFC
PM-UD_11334_001-BLM0-GPI-RSN,1079,filtered,GPI
PM-UM_HCTZZL-BLM0-DMNX-RSN,1618,filtered,DMNX
PM-UM_HTM-BLM0-PVC-RSN,1614,filtered,PVC
PM-UM_HBRI-BLM0-PMC-RSN,478,filtered,PMC
PM-MS_616180-BLM0-PFC-RSN,934,filtered,PFC
PM-UD_40312_001-BLM0-PFC-RSN,736,filtered,PFC
PM-UD_40301_001-BLM0-PMC-RSN,914,filtered,PMC
PM-UM_HBHQ-BLM0-DMNX-RSN,1896,filtered,DMNX
PM-UM_HCTTO-BLM0-GPI-RSN,754,filtered,GPI
PM-MS_70978-BLM0-PMC-RSN,587,filtered,PMC
PM-MS_85716-BLM0-PFC-RSN,761,filtered,PFC
PM-UD_11363_001-BLM0-DMNX-RSN,1394,filtered,DMNX
PM-UD_11412_001-BLM0-PVC-RSN,2619,filtered,PVC
PM-UM_BEB18140-BLM0-GPI-RSN,1704,filtered,GPI
PM-UM_BEB19108-BLM0-PFC-RSN,1272,filtered,PFC
PM-UM_HCTBY-BLM0-PMC-RSN,2006,filtered,PMC
PM-MS_17629-BLM0-PVC-RSN,2515,filtered,PVC
PM-UD_11494_001-BLM0-PVC-RSN,1767,filtered,PVC
PM-UM_BEB19010-BLM0-GPI-RSN,2068,filtered,GPI
PM-UM_HBOQ-BLM0-PFC-RSN,1340,filtered,PFC
PM-UD_11466_001-BLM0-DMNX-RSN,1205,filtered,DMNX
PM-UM_BEB19157-BLM0-PMC-RSN,1203,filtered,PMC
PM-MS_92697-BLM0-GPI-RSN,1341,filtered,GPI
PM-UD_11659_001-BLM0-GPI-RSN,1026,filtered,GPI
PM-UD_11327_001-BLM0-PFC-RSN,2318,filtered,PFC
PM-UM_HCTNJ-BLM0-DMNX-RSN,1794,filtered,DMNX
PM-MS_458379-BLM0-DMNX-RSN,1158,filtered,DMNX
PM-MS_64111-BLM0-GPI-RSN,1605,filtered,GPI
PM-UD_11610_001-BLM0-PVC-RSN,1422,filtered,PVC
PM-UD_11197_001-BLM0-DMNX-RSN,1139,filtered,DMNX
PM-UM_BEB19126-BLM0-GPI-RSN,1400,filtered,GPI
PM-UM_BEB20013-BLM0-PMC-RSN,1650,filtered,PMC
PM-UM_HCTWJ-BLM0-PFC-RSN,985,filtered,PFC
PM-MS_202387-BLM0-GPI-RSN,499,filtered,GPI
PM-UD_11614_102-BLM0-GPI-RSN,832,filtered,GPI
PM-UD_11334_001-BLM0-DMNX-RSN,727,filtered,DMNX
PM-UM_HCTWJ-BLM0-GPI-RSN,192,filtered,GPI
PM-UM_BEB20006-BLM0-DMNX-RSN,306,filtered,DMNX
PM-UD_11406_001-BLM0-PFC-RSN,1380,filtered,PFC
PM-UD_11689_001-BLM0-PMC-RSN,1509,filtered,PMC
PM-UD_11353_001-BLM0-PMC-RSN,2147,filtered,PMC
PM-UM_BEB20014-BLM0-DMNX-RSN,855,filtered,DMNX
PM-UM_HBRE-BLM0-PVC-RSN,1422,filtered,PVC
PM-UD_11363_001-BLM0-PMC-RSN,897,filtered,PMC
PM-UD_11412_001-BLM0-PFC-RSN,1010,filtered,PFC
PM-UM_BEB18140-BLM0-PVC-RSN,1788,filtered,PVC
PM-UM_HZC-BLM0-DMNX-RSN,1029,filtered,DMNX
PM-UM_HCTZZM-BLM0-GPI-RSN,1047,filtered,GPI
PM-UD_11609_001-BLM0-PFC-RSN,742,filtered,PFC
PM-UM_HCTNJ-BLM0-GPI-RSN,669,filtered,GPI
PM-MS_458379-BLM0-PVC-RSN,1155,filtered,PVC
PM-MS_17629-BLM0-GPI-RSN,721,filtered,GPI
PM-UD_11327_001-BLM0-PMC-RSN,745,filtered,PMC
PM-MS_458379-BLM0-PMC-RSN,2139,filtered,PMC
PM-UD_11609_001-BLM0-PVC-RSN,1433,filtered,PVC
PM-UD_11327_001-BLM0-DMNX-RSN,1694,filtered,DMNX
PM-UM_HBHQ-BLM0-PFC-RSN,1759,filtered,PFC
PM-UM_HCTTO-BLM0-PMC-RSN,1075,filtered,PMC
PM-MS_30944-BLM0-PMC-RSN,800,filtered,PMC
PM-MS_840752-BLM0-DMNX-RSN,854,filtered,DMNX
PM-UD_1052_001-BLM0-PFC-RSN,1158,filtered,PFC
PM-UD_40312_001-BLM0-GPI-RSN,1236,filtered,GPI
PM-UM_BEB19139-BLM0-PVC-RSN,1321,filtered,PVC
PM-UM_BEB18119-BLM0-DMNX-RSN,484,filtered,DMNX
PM-MS_85716-BLM0-PVC-RSN,656,filtered,PVC
PM-UD_11494_001-BLM0-PFC-RSN,788,filtered,PFC
PM-UM_BEB19010-BLM0-PVC-RSN,1069,filtered,PVC
PM-UM_HCTBY-BLM0-GPI-RSN,759,filtered,GPI
PM-UM_BEB19108-BLM0-DMNX-RSN,787,filtered,DMNX
PM-UD_11466_001-BLM0-PMC-RSN,1039,filtered,PMC
PM-MS_29270-BLM0-DMNX-RSN,641,filtered,DMNX
PM-MS_616180-BLM0-GPI-RSN,458,filtered,GPI
PM-MS_17629-BLM0-DMNX-RSN,668,filtered,DMNX
PM-UD_40312_001-BLM0-PMC-RSN,1298,filtered,PMC
PM-UD_40301_001-BLM0-PVC-RSN,1008,filtered,PVC
PM-UM_BEB18119-BLM0-PFC-RSN,1494,filtered,PFC
PM-UM_HBHQ-BLM0-GPI-RSN,1216,filtered,GPI
PM-MS_458379-BLM0-GPI-RSN,409,filtered,GPI
PM-UD_11609_001-BLM0-PMC-RSN,304,filtered,PMC
PM-UD_11327_001-BLM0-PVC-RSN,499,filtered,PVC
PM-UM_HCTTO-BLM0-PFC-RSN,356,filtered,PFC
PM-MS_46475-BLM0-GPI-RSN,140,filtered,GPI
PM-UM_HABI-BLM0-PMC-RSN,1134,filtered,PMC
PM-UM_HBHE-BLM0-PFC-RSN,900,filtered,PFC
PM-UM_HBRH-BLM0-PFC-RSN,765,filtered,PFC
PM-UM_HCTIX-BLM0-PMC-RSN,627,filtered,PMC
PM-UD_11689_001-BLM0-DMNX-RSN,1287,filtered,DMNX
PM-UD_11406_001-BLM0-DMNX-RSN,985,filtered,DMNX
PM-UD_11353_001-BLM0-GPI-RSN,826,filtered,GPI
PM-UM_BEB18140-BLM0-PFC-RSN,1173,filtered,PFC
PM-UM_HZC-BLM0-PMC-RSN,812,filtered,PMC
PM-UM_HCTYE-BLM0-PVC-RSN,956,filtered,PVC
PM-UM_HCTZZM-BLM0-PVC-RSN,883,filtered,PVC
PM-MS_38636-BLM0-DMNX-RSN,924,filtered,DMNX
PM-UD_11334_001-BLM0-PVC-RSN,1143,filtered,PVC
PM-UM_HBRH-BLM0-GPI-RSN,1510,filtered,GPI
PM-UM_HCTZZL-BLM0-PMC-RSN,898,filtered,PMC
PM-UD_11614_102-BLM0-DMNX-RSN,1319,filtered,DMNX
PM-UM_HTM-BLM0-PFC-RSN,1191,filtered,PFC
PM-UD_11701_001-BLM0-PFC-RSN,1355,filtered,PFC
PM-UD_11466_001-BLM0-PFC-RSN,1262,filtered,PFC
PM-UD_11604_001-BLM0-GPI-RSN,1213,filtered,GPI
PM-UM_HCTIX-BLM0-DMNX-RSN,1568,filtered,DMNX
PM-UD_11398_001-BLM0-DMNX-RSN,791,filtered,DMNX
PM-UD_1052_001-BLM0-PMC-RSN,1382,filtered,PMC
PM-UD_11485_001-BLM0-PFC-RSN,1558,filtered,PFC
PM-UM_BEB19139-BLM0-DMNX-RSN,2213,filtered,DMNX
PM-UM_HBHE-BLM0-PVC-RSN,1970,filtered,PVC
PM-UM_BEB18119-BLM0-GPI-RSN,928,filtered,GPI
PM-MS_30944-BLM0-DMNX-RSN,917,filtered,DMNX
PM-MS_202387-BLM0-PFC-RSN,1491,filtered,PFC
PM-UD_11406_001-BLM0-PMC-RSN,989,filtered,PMC
PM-UD_11353_001-BLM0-PVC-RSN,1956,filtered,PVC
PM-UM_BEB20014-BLM0-GPI-RSN,1648,filtered,GPI
PM-UM_HBRE-BLM0-DMNX-RSN,1417,filtered,DMNX
PM-UM_HCTYE-BLM0-PFC-RSN,1547,filtered,PFC
PM-UD_11689_001-BLM0-PVC-RSN,955,filtered,PVC
PM-UM_BEB19010-BLM0-PMC-RSN,1204,filtered,PMC
PM-UM_BEB19108-BLM0-PVC-RSN,1666,filtered,PVC
PM-UM_BEB20006-BLM0-GPI-RSN,1170,filtered,GPI
PM-UM_HCTIX-BLM0-PFC-RSN,1426,filtered,PFC
PM-MS_69779-BLM0-PMC-RSN,1874,filtered,PMC
PM-MS_272264-BLM0-PFC-RSN,1511,filtered,PFC
PM-UD_11701_001-BLM0-PMC-RSN,1392,filtered,PMC
PM-UD_11659_001-BLM0-PFC-RSN,2432,filtered,PFC
PM-UM_HBHE-BLM0-DMNX-RSN,2512,filtered,DMNX
PM-UM_HCTIX-BLM0-GPI-RSN,1184,filtered,GPI
PM-UD_11363_001-BLM0-PFC-RSN,838,filtered,PFC
PM-UD_11398_001-BLM0-GPI-RSN,622,filtered,GPI
PM-UM_BEB18140-BLM0-PMC-RSN,1145,filtered,PMC
PM-UM_HZC-BLM0-PVC-RSN,964,filtered,PVC
PM-UM_HCTZZM-BLM0-DMNX-RSN,955,filtered,DMNX
PM-MS_69190-BLM0-PFC-RSN,947,filtered,PFC
PM-UD_11406_001-BLM0-PVC-RSN,1974,filtered,PVC
PM-UD_11353_001-BLM0-DMNX-RSN,1038,filtered,DMNX
PM-UM_HABI-BLM0-PFC-RSN,1129,filtered,PFC
PM-UM_HBRE-BLM0-GPI-RSN,1204,filtered,GPI
PM-UM_HCTYE-BLM0-PMC-RSN,1220,filtered,PMC
PM-MS_114382-BLM0-DMNX-RSN,1102,filtered,DMNX
PM-UD_11689_001-BLM0-PFC-RSN,1393,filtered,PFC
PM-UM_BEB20006-BLM0-PVC-RSN,1881,filtered,PVC
PM-UM_BEB20013-BLM0-GPI-RSN,1181,filtered,GPI
PM-UM_HCTWJ-BLM0-DMNX-RSN,6751,filtered,DMNX
PM-MS_85716-BLM0-DMNX-RSN,1565,filtered,DMNX
PM-UD_11494_001-BLM0-PMC-RSN,1485,filtered,PMC
PM-UD_11466_001-BLM0-PVC-RSN,1243,filtered,PVC
PM-UM_BEB19010-BLM0-DMNX-RSN,1579,filtered,DMNX
PM-UM_BEB19157-BLM0-PFC-RSN,1265,filtered,PFC
PM-UM_BEB19108-BLM0-GPI-RSN,512,filtered,GPI
PM-MS_38636-BLM0-GPI-RSN,1337,filtered,GPI
PM-MS_202387-BLM0-PVC-RSN,2294,filtered,PVC
PM-UD_1052_001-BLM0-GPI-RSN,989,filtered,GPI
PM-UD_11485_001-BLM0-DMNX-RSN,5382,filtered,DMNX
PM-UM_BEB20014-BLM0-PMC-RSN,1585,filtered,PMC
PM-UM_HBRE-BLM0-PFC-RSN,1284,filtered,PFC
PM-HA_S01646-BLM0-DMNX-RSN,1470,filtered,DMNX
PM-HA_S02971-BLM0-GPI-RSN,952,filtered,GPI
PM-HA_S03112-BLM0-PVC-RSN,1756,filtered,PVC
PM-HA_S05887-BLM0-PFC-RSN,945,filtered,PFC
